#name zpos zmax prestepVol postStepVol
#
# MCB magnet exits are at different z compared to beatch file
# due to the extension of coils in z by 320mm that are not
# included in beatch
#
# z values evaluated on xx.03.2020 with revison
#
#LAV5Exit 152585.0 0.0 LAV_Station_05 LAV_RR0
#LAV6Entry 164545.0 0.0 LAV_RR0 LAV_Station_06
#LAV6Exit 166095.0 0.0 LAV_Station_06 LAV_RR0
#LAV7Entry 172055.0 0.0 LAV_RR0 LAV_Station_07
#LAV7Exit 173605.0 0.0 LAV_Station_07 LAV_RR0
#LAV8Entry 179565.0 0.0 LAV_RR0 LAV_Station_08
#LAV8Exit 181115.0 0.0 LAV_Station_08 LAV_RR0
STRAWCH0Entry 160000.0 200000.0 VesselEnvelope STRAW0
STRAWCH0Exit 160000.0 200000.0 STRAW0 VesselEnvelope
#LAV9Entry 191941.0 0.0 LAV9 LAV_Banana
#LAV9Exit 193371.0 0.0 LAV_Banana LAV9
#STRAWCH1Entry 160000.0 200000 VesselEnvelope STRAW1
STRAWCH1Exit 160000.0 200000.0 STRAW1 VesselEnvelope
#MNP33MagnetEntry 196345.0 0.0 World BoxInsideMNP33
#MNP33MagnetExit 197645.0 0.0 BoxInsideMNP33 World
#LAV10Entry 202334.0 0.0 LAV10 LAV_Banana
#LAV10Exit 203764.0 0.0 LAV_LAV10
STRAWCH2Entry 180000.0 220000.0 VesselEnvelope STRAW2
#STRAWCH2Exit 180000.0 220000.0 STRAW2 VesselEnvelope
#LAV11Entry 216760.0 0.0 LAV11 LAV_Banana
#LAV11Exit 218190.0 0.0 LAV_Banana LAV11
#STRAWCH3Entry 180000.0 220000.0 VesselEnvelope STRAW3
STRAWCH3Exit 180000.0 220000.0 STRAW3 VesselEnvelope
#RICHEntry 219602.95 0.0 World RICHRR
#RICHBeamWindow 219658.82 0.0 RICHRR RICHBeamWindow
#RICHPMTExit 220249.96 0.0 RICHPMTsWindow RICHRadiator
RICHMirrorEntry 236790.0 236880.0 RICHRadiator RICHMirror
#RICHMirrorExit 237530.83 0.0 RICHMirrorWindow RICHRR
NewCHODEntry 237588.0 0.0 World NewCHODRespReg
NewCHODExit 238198.0 0.0 NewCHODRespReg LAV_Station_12
CHODEntry 238898.0 0.0 LAV_Station_12 CHODRespReg
IRCEntry 239540.0 0.0 CHODRespReg IRC
LKrEntry 240388.0 0.0 IRC LKr
#LKrExit 243222.0 0.0 LKr World
MUV1Entry 243224.0 0.0 World MUV1
MUV2Entry 244385.0 0.0 MUV1 MUV2
MUV2Exit 245350.0 0.0 MUV2 MUV3
#FISC5Entry 245392.0 0.0 MUV3 FISC5
MUV3Entry 246700.0 0.0 MUV3FeWall MUV3
HACEntry 247800.0 0.0 MUV3 HACUpstream
HACCentre 253345.0 0.0 HACUpstream HACDownstream
SACEntry 255059.0 0.0 HACDownstream SAC
#SACExit 264325.0 0.0 SAC World
